date	Fire	Aspect	Species	Direction	frameID	height_header_note	height_header_A	height_header_B	height_header_C	height_header_D	height_header_E	height_10_note	height_10_A	height_10_B	height_10_C	height_10_D	height_10_E	height_9_note	height_9_A	height_9_B	height_9_C	height_9_D	height_9_E	height_8_note	height_8_A	height_8_B	height_8_C	height_8_D	height_8_E	height_7_note	height_7_A	height_7_B	height_7_C	height_7_D	height_7_E	height_6_note	height_6_A	height_6_B	height_6_C	height_6_D	height_6_E	height_5_note	height_5_A	height_5_B	height_5_C	height_5_D	height_5_E	height_4_note	height_4_A	height_4_B	height_4_C	height_4_D	height_4_E	height_3_note	height_3_A	height_3_B	height_3_C	height_3_D	height_3_E	height_2_note	height_2_A	height_2_B	height_2_C	height_2_D	height_2_E	height_1_note	height_1_A	height_1_B	height_1_C	height_1_D	height_1_E	basal_header_note	basal_header_A	basal_header_B	basal_header_C	basal_header_D	basal_header_E	basal_10_note	basal_10_A	basal_10_B	basal_10_C	basal_10_D	basal_10_E	basal_9_note	basal_9_A	basal_9_B	basal_9_C	basal_9_D	basal_9_E	basal_8_note	basal_8_A	basal_8_B	basal_8_C	basal_8_D	basal_8_E	basal_7_note	basal_7_A	basal_7_B	basal_7_C	basal_7_D	basal_7_E	basal_6_note	basal_6_A	basal_6_B	basal_6_C	basal_6_D	basal_6_E	basal_5_note	basal_5_A	basal_5_B	basal_5_C	basal_5_D	basal_5_E	basal_4_note	basal_4_A	basal_4_B	basal_4_C	basal_4_D	basal_4_E	basal_3_note	basal_3_A	basal_3_B	basal_3_C	basal_3_D	basal_3_E	basal_2_note	basal_2_A	basal_2_B	basal_2_C	basal_2_D	basal_2_E	basal_1_note	basal_1_A	basal_1_B	basal_1_C	basal_1_D	basal_1_E	Notes	_id	_uuid	_submission_time	_index
6/20/18	berry_glade	flat	control	nw	1265																																																																																																																																					Nothing	11549584	3d51d3d1-5818-4c96-8cab-691e47926b6d	2018-06-21T03:47:15	17
7/3/18	berry_glade	flat	control	nw	1265																																																																																																																																					Nothing	11997542	bd1639e5-33b6-4d6e-adb1-ecac2a2b0da9	2018-07-03T21:11:49	211
7/17/18	berry_glade	flat	control	nw	1265																																																																																																																																					Nothing	12585893	1d1facc8-f096-4496-93ab-4d353ba54ebc	2018-07-17T23:45:48	433
7/31/18	berry_glade	flat	control	nw	1265																																																																																																																																					Nothing	13115918	b734adbe-5b3c-4717-b40d-26d8edfbb1f5	2018-08-03T13:21:28	632
8/11/18	berry_glade	flat	control	nw	1265																																																																																																																																					Nothing	13429919	c9c40197-e0bd-4dad-b2a8-213e1aa8b63b	2018-08-12T22:25:22	766
10/16/18	berry_glade	flat	control	nw	1265																																																																																																																																						16529645	a4d66522-99cf-4b83-9677-36c669e8c6c9	2018-10-20T00:03:33	859
6/20/18	berry_glade	flat	control	sw	1304																																																																																																																																					Nothing	11549594	746167bc-4de7-4d0e-8275-609f65c7a8d3	2018-06-21T03:47:29	13
7/3/18	berry_glade	flat	control	sw	1304																																																																																																																																					Nothing	11997539	ccd89871-8584-4a3d-b0e3-e052b444d317	2018-07-03T21:11:44	208
7/17/18	berry_glade	flat	control	sw	1304																																																																																																																																					Nothing	12585890	550f3750-9537-4ea9-9639-be69b982bc3a	2018-07-17T23:45:41	435
7/31/18	berry_glade	flat	control	sw	1304																																																																																																																																					Nothing	13115915	558bd2ce-aeca-4775-be70-718c32c6f828	2018-08-03T13:21:27	629
8/11/18	berry_glade	flat	control	sw	1304																																																																																																																																					Nothing	13429916	61ac4a52-80e2-4dce-b9d8-e955862663ad	2018-08-12T22:25:01	763
10/16/18	berry_glade	flat	control	sw	1304																																																																																																																																						16529642	7bbedc0a-18f9-4897-8725-31bafdf757e4	2018-10-20T00:03:31	856
6/20/18	berry_glade	flat	control	se	1351																																																																																																																																					Nothing	11549589	5e842883-f99f-483b-bd08-d45f3357d011	2018-06-21T03:47:25	14
7/3/18	berry_glade	flat	control	se	1351																																																																																																																																					Nothing	11997536	db73fd57-5185-4fcc-9420-c42641f51702	2018-07-03T21:11:40	205
7/17/18	berry_glade	flat	control	se	1351																																																																																																																																					Nothing	12585887	0dfa6481-125f-4505-9859-a133abd7bceb	2018-07-17T23:45:36	438
7/31/18	berry_glade	flat	control	se	1351																																																																																																																																					Nothing	13115924	eff0fd58-622d-4fdc-b64a-0ca5d690c5f3	2018-08-03T13:21:32	638
8/11/18	berry_glade	flat	control	se	1351																																																																																																																																					Nothing	13429928	b1485b5b-2438-4e28-95e3-34585882db80	2018-08-12T22:26:05	772
10/16/18	berry_glade	flat	control	ne	1351																																																																																																																																						16529639	c678832c-5eaa-431b-a9ac-f8129034cd7d	2018-10-20T00:03:29	853
6/20/18	berry_glade	flat	control	center	1403																																																																																																																																					Nothing	11549579	5a1dd08f-70b5-4ad1-b50b-1e2964a2ec1d	2018-06-21T03:47:03	20
7/3/18	berry_glade	flat	control	center	1403																																																																																																																																					Nothing	11997531	ff6d2818-07ad-4dc4-bfc9-677d0a17ffda	2018-07-03T21:11:34	200
7/17/18	berry_glade	flat	control	center	1403																																																																																																																																					Nothing	12585896	0424a00b-fe90-4a23-8654-dedb24ae215e	2018-07-17T23:45:54	431
7/31/18	berry_glade	flat	control	center	1403																																																																																																																																					Nothing	13115911	dfac8576-47d0-471d-aab9-d02c57992fa2	2018-08-03T13:21:25	625
8/11/18	berry_glade	flat	control	center	1403																																																																																																																																					Nothing	13429908	54e52956-ab1d-44fe-a751-502fbdd58e87	2018-08-12T22:24:40	758
10/16/18	berry_glade	flat	control	center	1403																																																																																																																																						16529636	be3d56c3-9f09-4885-8047-c53f5c4ccc36	2018-10-20T00:03:28	850
6/20/18	berry_glade	flat	control	ne	1461																																																																																																																																					Nothing	11549587	3161044d-4cf7-4ea7-a57b-9cf30b0ecffa	2018-06-21T03:47:20	15
7/3/18	berry_glade	flat	control	ne	1461																																																																																																																																					Nothing	11997545	db591fe2-ecd8-4bde-aa76-39d90aae6e56	2018-07-03T21:11:54	214
7/17/18	berry_glade	flat	control	ne	1461																																																																																																																																					Nothing	12585875	42c954d2-11f2-43a8-a3eb-07a9eb1d423e	2018-07-17T23:45:30	439
7/31/18	berry_glade	flat	control	ne	1461																																																																																																																																					Nothing	13115921	8a5984e1-54b3-4578-bbc9-71efcd13b683	2018-08-03T13:21:30	635
8/11/18	berry_glade	flat	control	ne	1461																																																																																																																																					Nothing	13429922	6c0e7e10-6559-4cd6-8a18-44c0374784e9	2018-08-12T22:25:38	768
10/16/18	berry_glade	flat	control	ne	1461																																																																																																																																						16529648	9495a158-326d-4e0d-91f6-bc221a930cc3	2018-10-20T00:03:34	862
6/20/18	berry_glade	flat	pico	se	1347																								17																15					19		20				12	18					20		24																															70																80					80		80				80	70					70		80									11549591	6a196342-35d1-4be3-8974-5d838e5761aa	2018-06-21T03:47:27	135
7/3/18	berry_glade	flat	pico	se	1347																								20																17					21		-999				14	21					19		23																															79																84					79						84	78					83		92									11997535	6f3797fb-8883-4d2b-94e8-85d91416c710	2018-07-03T21:11:39	204
7/17/18	berry_glade	flat	pico	se	1347																								20																19					19		-999				16	18					17		23																															86																77					78						96	81					81		78									12585883	dc86690f-a320-49dc-b5b9-74e0dc13982b	2018-07-17T23:45:34	375
7/31/18	berry_glade	flat	pico	se	1347																								20																20					24						18	21					24		31																															72																88					76						102	91					106		93									13115923	b3546e4e-a212-462e-989d-67a508410314	2018-08-03T13:21:31	637
8/11/18	berry_glade	flat	pico	se	1347																								27																20					27						18	26					27		33																															76																97					82						78	93					94		89									13429927	595c80dc-fd08-42a2-b8f1-3f181b76a478	2018-08-12T22:25:59	771
10/16/18	berry_glade	flat	pico	ne	1347																								34																29					25						20	26					26		34																															102																116					108						99	120					98		124									16529638	c7d5f4cf-aad4-446e-be43-44b09dd5773b	2018-10-20T00:03:29	852
6/20/18	berry_glade	flat	pico	center	1424																20																22	18												21							21	18			10				12		23	20	10																		70																60	90												70							70	80			80				70		80	80	60				11549581	3b1cadc7-5afe-4310-8f87-66f3a5e62a7d	2018-06-21T03:47:09	131
7/3/18	berry_glade	flat	pico	center	1424																20																24	19												21								20			14				18		19	23	14																		85																79	93												74								102			100				77		92	92	76				11997532	8b326a8a-ee47-4551-844c-66203a667cae	2018-07-03T21:11:35	201
7/17/18	berry_glade	flat	pico	center	1424																29																25	25												23								24			14				18		23	20	13																		100																76	93												75								77			82				76		88	85	68				12585894	3ee23076-0bf5-4cbf-803c-ab2ea37eff92	2018-07-17T23:45:50	374
7/31/18	berry_glade	flat	pico	center	1424																37																28	28												25								30			18				24		29	23	14																		89																84	89												83								90			75				89		87	83	70				13115910	6d253350-5062-4711-ac06-96043f37f86a	2018-08-03T13:21:24	624
8/11/18	berry_glade	flat	pico	center	1424																40																33	37												25								39			24				28		30	30	22																		119																99	110												86								85			87				83		92	80	65				13429910	4a48ef28-40cf-40a5-be74-0c10ecf18681	2018-08-12T22:24:44	759
10/16/18	berry_glade	flat	pico	center	1424																40																40	43												31								40			27				27		35	38	27																		170																164	190												111								134			93				130		147	125	130				16529634	d5ffaf3c-2a98-47cc-ba6e-9f8d81a4ee39	2018-10-20T00:03:27	848
6/20/18	berry_glade	flat	pico	ne	1434										21					20							14				14						21							16					20							18	21	21						26						18	13										70					90							90				80						80							80					70							80	90	70						70						100	70		11549586	a9ef6022-3f2d-4c29-b647-6dc74a56285a	2018-06-21T03:47:19	133
7/3/18	berry_glade	flat	pico	ne	1434										22					21							14										21							15		-999			16								18	23						24	-999					18	-999										74					87							99										81							65					72								93	85						95						96			11997544	5091f03c-49b2-4397-8dc3-92ef1f935517	2018-07-03T21:11:53	213
7/17/18	berry_glade	flat	pico	ne	1434										29					24							18										27							17					19								28	22						33						18											76					76							90										78							70					93								92	85						89						83			12585872	0e63767f-06bb-45fd-8b8e-c09ab45c22f8	2018-07-17T23:45:29	377
7/31/18	berry_glade	flat	pico	ne	1434										33					30							22										36							18					18								35	30						36						19											85					87							105										82							79					74								102	75						89						84			13115919	b9072814-7aab-4db9-9a59-8911703881db	2018-08-03T13:21:29	633
8/11/18	berry_glade	flat	pico	ne	1434										43					34							29										43							21					25								40	31						42						23											84					81							110										94							69					84								108	96						108						92			13429920	8b15e973-71e3-4405-882e-8d4e7a029610	2018-08-12T22:25:31	767
10/16/18	berry_glade	flat	pico	ne	1434										45					37							29										49							22					23								36	46						30						26											123					120							128										161							91					117								149	146						139						119			16529647	46f7d283-3394-453f-9465-cc9de1204932	2018-10-20T00:03:34	861
6/20/18	berry_glade	flat	pico	nw	1472										21				20	20			20			20	27	26	22					10			29	-999	25								16		25		16		10		19		18								22																50				90	60			70			70	60	60	70					60			90		60								90		90		70		80		90		80								90								11549583	2f3b5ae7-111c-402c-b59d-882a48cb51ae	2018-06-21T03:47:13	132
7/3/18	berry_glade	flat	pico	nw	1472										22				22	22			19			23	33	24	22					11					25	-999							18		26				15		20		20								23					-999											66				71	80			65			72	91	69	77					63					73								75		92				73		89		71								75								11997541	013920e7-e0e0-4fa9-ba6f-4a0dc67ea6f7	2018-07-03T21:11:48	210
7/17/18	berry_glade	flat	pico	nw	1472										22				21	22			23			21	31	27	23					14					24								18		21				18		15	-999	21								23																62				78	60			75			59	92	76	84					88					77								79		79				75		81		72								76								12585892	f58e6416-da3b-40be-a672-c7f75b0d1c8e	2018-07-17T23:45:46	373
7/31/18	berry_glade	flat	pico	nw	1472										-999				21	21			21			-999	29	27	24					13					23	-999							17		22				17		16		19								21																				79	63			70				92	82	71					75					81								84		80				70		84		77								82								13115917	3450a447-1349-4e04-9bfa-7576fb970b2e	2018-08-03T13:21:28	631
8/11/18	berry_glade	flat	pico	nw	1472										-999				21				17			-999	29	25	24										25								18		22				16		19		21								22																				77				64				86	78	79										75								68		93				65		67		76								88								13429918	22047096-e8e2-45c0-af15-a246aac63485	2018-08-12T22:25:12	765
10/16/18	berry_glade	flat	pico	nw	1472										-999				22				-999			-999	27	26	20					-999					23								23		18				-999		13		23								21																				72								85	79	84										85								89		65						65		85								73								16529644	5fb97a94-e414-4193-9996-cb6384e037b3	2018-10-20T00:03:32	858
6/20/18	berry_glade	flat	pico	sw	1475															-999													15		-999								15	-999	-999		-999			-999		10					7		22									-999			-999																												90										90									90					70		80														11549597	bd2c373a-7884-43cf-8f7f-a4cdb2df4d04	2018-06-21T03:47:30	136
7/3/18	berry_glade	flat	pico	sw	1475																												16										15									11							19																																								83										86									97							86														11997538	c99427aa-69ba-4bed-a78b-fc6622b31405	2018-07-03T21:11:43	207
7/17/18	berry_glade	flat	pico	sw	1475																												13										13									16							21																																								88										98									120							84														12585889	b823490b-0a4b-4e8f-b540-93485d7a2996	2018-07-17T23:45:39	436
7/31/18	berry_glade	flat	pico	sw	1475																												14										15									16							20																																								75										83									96							83														13115914	9fc4705e-7af0-43fd-b751-38a1bff139fc	2018-08-03T13:21:26	628
8/11/18	berry_glade	flat	pico	sw	1475																												16										15									20							24																																								78										81									85							81														13429915	d227e871-2bb6-4e1b-a6cc-0761e26bdd20	2018-08-12T22:24:56	762
10/16/18	berry_glade	flat	pico	sw	1475																												15										19									20							29																																								92										113									101							96														16529641	7ee4a1a5-7239-498f-8444-7c84783cd39c	2018-10-20T00:03:31	855
6/20/18	berry_glade	flat	pmse	sw	1271																																																																																																																																					Nothing	11549578	54d07e90-930f-4a02-8c88-e6d19ec1509d	2018-06-21T03:46:57	21
7/3/18	berry_glade	flat	pmse	sw	1271																												19																																																																		90																																								11997537	af170804-fe43-4402-ada9-6dc2dad5247c	2018-07-03T21:11:42	206
7/17/18	berry_glade	flat	pmse	sw	1271																												20																																																																		93																																								12585888	77fecf26-f0be-401d-965d-c3129e6f00b0	2018-07-17T23:45:38	437
7/31/18	berry_glade	flat	pmse	sw	1271																												20																																																																		87																																								13115913	638cbe33-326b-49da-9108-3c32a8dac541	2018-08-03T13:21:26	627
8/11/18	berry_glade	flat	pmse	sw	1271																												21																																																																		89																																								13429914	4bda9e49-9def-43e3-956c-17acff90f197	2018-08-12T22:24:53	761
10/16/18	berry_glade	flat	pmse	sw	1271																						24																																																																		127																																														16529640	ca1d1453-5350-4e19-ba48-8df812342bdb	2018-10-20T00:03:30	854
6/20/18	berry_glade	flat	pmse	ne	1314														15	19			29						21				15																																																				70	70			80						80				70																																								11549585	570bedca-b177-426e-9d99-f676da779653	2018-06-21T03:47:17	16
7/3/18	berry_glade	flat	pmse	ne	1314															19			26										17																																																					88			90										76																																								11997543	73a4d209-a2ea-4bbc-8e56-e8c80eb0298c	2018-07-03T21:11:51	212
7/17/18	berry_glade	flat	pmse	ne	1314															24			30										17																																																					89			80										52																																								12585869	9c673a95-edbe-4d77-aecd-bd1965e32d7e	2018-07-17T23:45:27	440
7/31/18	berry_glade	flat	pmse	ne	1314															14			24																-999																																															80			89																																																		13115920	cb05349c-8d64-4ee8-991a-ff03e1ef1b5d	2018-08-03T13:21:29	634
8/11/18	berry_glade	flat	pmse	ne	1314														-999	-999			24										-999																																																								63																																																	B9 got chopped	13429925	65a520d6-da6d-42f4-8869-ff10d87b7acd	2018-08-12T22:25:46	769
10/16/18	berry_glade	flat	pmse	ne	1314																		-999																																																																																																																				16529646	9abe68d7-ad75-4b1c-ae87-22a435dac203	2018-10-20T00:03:33	860
6/20/18	berry_glade	flat	pmse	se	1350										21						15	25	28				17		21										26								19																19							17											70						70	100	90				60		80										80								80																80							80			11549588	bd4ce288-e2a7-468f-bf1a-9a8d3d96bd4d	2018-06-21T03:47:23	134
7/3/18	berry_glade	flat	pmse	se	1350																17	26	29				-999		21										27								20																20							16																	100	101	115						90										105								95																88							101			11997534	0332077c-0e54-4528-9431-05c1016c724a	2018-07-03T21:11:38	203
7/17/18	berry_glade	flat	pmse	se	1350																18	29	29						18										23								17																25							17																	94	110	115						104										90								91																97							81			12585879	7ac6dfe5-a741-4287-8cec-5dd3474815bc	2018-07-17T23:45:32	376
7/31/18	berry_glade	flat	pmse	se	1350																20	25	26						18										-999								19																23							15																	100	106	92						83																		68																72							84			13115922	c4564f3b-745b-4e66-b1ba-8ae52b89d4c2	2018-08-03T13:21:31	636
8/11/18	berry_glade	flat	pmse	se	1350																17	28	24						21										-999								19																24							15																	98	98	91						82																		64																75							70			13429926	918fcf89-ad43-4446-99ca-24e1b2a21126	2018-08-12T22:25:54	770
10/16/18	berry_glade	flat	pmse	se	1350																22	32	27						20										-999								-999																-999							-999																	106	127	122						86																																												16529637	3b963a9e-6200-4124-b675-afeaf99cef74	2018-10-20T00:03:28	851
6/20/18	berry_glade	flat	pmse	nw	1359								14			23											22																																												26								80			80											70																																												100		11549582	4420f6fd-7182-4c56-99b0-7da3554cd0df	2018-06-21T03:47:12	18
7/3/18	berry_glade	flat	pmse	nw	1359								20			23	10										23																																												27								87			104	86										85																																												94		11997540	15a4d18c-dacc-4588-be42-12d4d73c2a57	2018-07-03T21:11:46	209
7/17/18	berry_glade	flat	pmse	nw	1359								24			21											20																																												26								96			103											75																																												91		12585891	2f77e4e7-2e4f-4f12-9f48-688a5368b0e7	2018-07-17T23:45:43	434
7/31/18	berry_glade	flat	pmse	nw	1359								22			25											23																																												26								88			112											73																																												82		13115916	8f473052-fd30-4e13-9800-5bb04a3de0f0	2018-08-03T13:21:27	630
8/11/18	berry_glade	flat	pmse	nw	1359								21			23											26																																												26								79			110											75																																												52		13429917	9525094f-0d87-4e5b-ab5e-54d8969d1946	2018-08-12T22:25:06	764
10/16/18	berry_glade	flat	pmse	nw	1359								20			19											25																																												-999								82			67											102																																														16529643	810149ff-efa9-4d27-b001-c38f9ea097b9	2018-10-20T00:03:32	857
6/20/18	berry_glade	flat	pmse	center	1470																																																																																																																																					Nothing	11549580	284083f1-0c0f-47d3-9493-ee1f4501fcbd	2018-06-21T03:47:06	19
7/3/18	berry_glade	flat	pmse	center	1470																																									21																																																																		98																											11997533	aa54ac0e-cd1d-4f11-b3a1-a46f61af5c1a	2018-07-03T21:11:36	202
7/17/18	berry_glade	flat	pmse	center	1470																																									18																																																																		90																											12585895	15918289-7720-4b55-8772-3a5412d6c5d3	2018-07-17T23:45:52	432
7/31/18	berry_glade	flat	pmse	center	1470																																									22																																																																		100																											13115912	c9489ea0-5506-417d-a355-82a53589d242	2018-08-03T13:21:25	626
8/11/18	berry_glade	flat	pmse	center	1470																																									25																																																																		84																											13429912	471edc9b-6d77-46a6-839c-68fa8759c511	2018-08-12T22:24:47	760
10/16/18	berry_glade	flat	pmse	center	1470																																									-999																																																																																													16529635	be014d30-67f5-4149-9ca5-f726aec7ecfe	2018-10-20T00:03:27	849
6/20/18	berry_glade	north	control	ne	1228																																																																																																																																					Nothing	11549574	6744010e-415b-4a14-b3e8-47d74316826f	2018-06-21T03:46:32	22
7/3/18	berry_glade	north	control	ne	1228																																																																																																																																					Nothing	11997549	43d0557a-85fb-4556-b3f9-e8ebd79c4a48	2018-07-03T21:11:59	218
7/17/18	berry_glade	north	control	ne	1228																																																																																																																																					Nothing	12585906	64f251db-0b62-44c0-8457-ca6455176275	2018-07-17T23:46:11	424
7/31/18	berry_glade	north	control	ne	1228																																																																																																																																					Nothing	13115895	f5e17d56-2f4c-422a-b77e-1f389f61ef07	2018-08-03T13:21:15	609
8/11/18	berry_glade	north	control	ne	1228																																																																																																																																					Nothing	13429936	317a79ec-fb15-472f-a0d5-0f72fb75483b	2018-08-12T22:26:32	778
10/16/18	berry_glade	north	control	ne	1228																																																																																																																																						16529620	20cad938-a0e1-4116-b454-11a6dbf992a2	2018-10-20T00:03:19	836
6/20/18	berry_glade	north	control	se	1269																																																																																																																																					Nothing	11549566	a403d9f8-66e1-4fee-aee4-d68c7ada6333	2018-06-21T03:46:05	27
7/3/18	berry_glade	north	control	se	1269																																																																																																																																					Nothing	11997555	0bc3245a-d920-4911-b310-56bcfda4536a	2018-07-03T21:12:06	223
7/17/18	berry_glade	north	control	se	1269																																																																																																																																					Nothing	12585911	0013d881-42f8-404e-a16e-390a22967d22	2018-07-17T23:46:20	421
7/31/18	berry_glade	north	control	se	1269																																																																																																																																					Nothing	13115900	51a6e679-04ac-4240-9c8e-061a6156857e	2018-08-03T13:21:19	614
8/11/18	berry_glade	north	control	se	1269																																																																																																																																					Nothing	13429938	c14e9260-15b7-42e5-ae03-94f484fe1639	2018-08-12T22:26:39	780
10/16/18	berry_glade	north	control	sw	1269																																																																																																																																					Check species	16529627	bae46d49-3b56-44b2-b722-729b6be2dce9	2018-10-20T00:03:22	841
10/16/18	berry_glade	north	control	se	1274																																																																																																																																						16529629	252e7ac1-46a5-4a84-9a88-9a79cf429f08	2018-10-20T00:03:23	843
6/20/18	berry_glade	north	control	sw	1274																																																																																																																																					Nothing	11549569	47ab1fbb-2fee-4ed3-ac2a-af891f58145a	2018-06-21T03:46:12	25
7/3/18	berry_glade	north	control	sw	1274																																																																																																																																					1224 is probably Doug Fir - No new seedlings in either	11997559	e241f167-e751-475f-a1d2-ec02d4655369	2018-07-03T21:12:10	226
7/17/18	berry_glade	north	control	sw	1274																																																																																																																																					Nothing	12585901	44885ec6-4836-46cf-b4c2-ecb5ebb7a9c9	2018-07-17T23:46:03	427
7/31/18	berry_glade	north	control	sw	1274																																																																																																																																					Nothing	13115903	57002fa9-3efe-445b-8370-44c902adc474	2018-08-03T13:21:20	617
8/11/18	berry_glade	north	control	sw	1274																																																																																																																																					Nothing	13429942	929123cf-ed32-40a8-940e-fd57109d998e	2018-08-12T22:26:53	783
6/20/18	berry_glade	north	control	center	1550																																												71																																																																		223																								11549560	802bf218-1deb-49c1-87de-bc7766b83a90	2018-06-21T03:45:42	30
7/3/18	berry_glade	north	control	center	1550																																												1013																																																																		247																								11997546	7a2f1d99-bb02-4ce2-a03a-e689ba5b5b24	2018-07-03T21:11:55	215
7/17/18	berry_glade	north	control	center	1550																																																																																																																																					A4 second year	12585897	494d54ab-35b2-4cdf-a54f-6a084f594cc2	2018-07-17T23:45:56	430
7/31/18	berry_glade	north	control	center	1550																																																																																																																																					Nothing	13115909	0ca395f9-a4fd-402a-91b5-5d7f196610fd	2018-08-03T13:21:24	623
8/11/18	berry_glade	north	control	center	1550																																																																																																																																					Nothing	13429931	927de761-1436-407c-b664-1f8c5a8e3621	2018-08-12T22:26:17	774
10/16/18	berry_glade	north	control	center	1550																																																																																																																																						16529619	9001c66d-785c-4e31-a47f-31f9a63cb058	2018-10-20T00:03:17	835
6/20/18	berry_glade	north	control	nw	1591																																																																																																																																					Nothing	11549573	0da3cefb-427c-43a3-989a-f6701d5cfa4e	2018-06-21T03:46:26	23
7/3/18	berry_glade	north	control	nw	1591																																																																																																																																					Nothing	11997563	065a2182-d748-43dd-a7e3-a6c1c22f2e2b	2018-07-03T21:12:14	229
7/17/18	berry_glade	north	control	nw	1591																																																																																																																																					Nothing	12585905	f550619b-0778-4e76-a284-491bedf7fb05	2018-07-17T23:46:09	425
7/31/18	berry_glade	north	control	nw	1591																																																																																																																																					Nothing	13115906	a7e08bfc-d1bf-4710-82f2-5a5096c6ce62	2018-08-03T13:21:22	620
8/11/18	berry_glade	north	control	nw	1591																																																																																																																																					Nothing	13429947	cfc7ca33-3d58-4097-af68-aa24e3a22950	2018-08-12T22:27:21	787
6/20/18	berry_glade	north	pico	nw	1345														30	19		20			5	20							21		25						27			21	20		25								33						29				38		21				30														84	81		91			105	92							81		89						86			90	96		69								70						76				82		90				86		11549571	d9a8948e-ec4b-4bba-aa49-c801b2a06762	2018-06-21T03:46:19	128
7/3/18	berry_glade	north	pico	nw	1345														17	18		24				20							18		-999						-999			20	20		-999								23						28				31		22				33														77	75		104				88							77											85	88										80						94				76		104				89		11997562	5104268a-743a-4d40-9768-f01fd84d1df0	2018-07-03T21:12:13	228
7/17/18	berry_glade	north	pico	nw	1345														18	17		22				23							18		-999									20	18										26						28				28		22				27														75	76		86				80							70											88	88										78						91				80		79				84		12585904	bdf8a990-3fb8-41e9-a5bc-f190ded6e291	2018-07-17T23:46:08	369
7/31/18	berry_glade	north	pico	nw	1345														-999	-999		23				21							21		-999									20	29										29						29				26		24				30																	79				64							65											78	79										69						71				70		75				78		13115905	9cb00d57-11cc-41d4-aaa9-10dd4e1c7449	2018-08-03T13:21:21	619
8/11/18	berry_glade	north	pico	nw	1345														-999	-999		22				23							22		-999									16	22										29						27				30		23				28																	77				72							75											69	83										78						75				77		77				71		13429944	dfb9a1b5-35f2-48dc-a7ca-0d9e65acb715	2018-08-12T22:27:08	785
6/20/18	berry_glade	north	pico	ne	1354												16		36						29						36	23		26			25	29												35		25			20	20		20	20				10	29				25	25		22												70		70						110						70	80		90			70	100												80	70	90			90	90		80	80				70	90				80	70		80		11549575	e84bbf42-a428-4bbd-92fe-c52df602f5ea	2018-06-21T03:46:39	129
7/3/18	berry_glade	north	pico	ne	1354												14		31		12				32							21		23																-999	29	20			23	23		15	13				17					29	27		18												86		71		91				110							80		90																	91	67			115	99		84	84				68					95	85		90		11997550	ca10874c-c34d-43de-9b82-1ff1bd0ed2ff	2018-07-03T21:12:00	219
7/17/18	berry_glade	north	pico	ne	1354												22		32		17				35							34		31																	28	26			25	26		27	23				19					23	31		31												83		96		78				78							76		103																	86	85			103	82		75	75				87					85	74		71		12585907	7d0b0913-7705-43a0-8fc1-53f55ee58c65	2018-07-17T23:46:12	370
7/31/18	berry_glade	north	pico	ne	1354												29		40		17				40							38		37																-999	35	29			29	29		31	28				27					30	38		39												75		92		94				103							86		116																	112	82			78	89		104	100				90					97	92		109		13115896	cf4af503-a032-4af2-9a1b-454b7e10ac19	2018-08-03T13:21:16	610
8/11/18	berry_glade	north	pico	ne	1354												31		43		19				46							44		41																	36	37			33	37		35	35				29					32	43		43												100		82		89				111							95		132																	98	138			95	97		92	100				87					99	104		110		13429933	6ed35996-1103-47f0-b3af-91dc07445567	2018-08-12T22:26:26	776
10/16/18	berry_glade	north	pico	ne	1354												33		39		14				36							38		40																	34	29			30	36		26	32				25					30	40		38												112		70		78				124							117		135																	104	120			89	121		99	93				83					87	110		136		16529622	56876d8c-ff0b-46ca-b43b-6e239e2866a9	2018-10-20T00:03:19	837
10/16/18	berry_glade	north	pico	nw	1354												-999		-999		20													16																		-999			20	-999		28													-999																69													100																					76			86															16529632	51366196-976e-42c9-8c24-1415c66725ad	2018-10-20T00:03:24	846
6/20/18	berry_glade	north	pico	center	1355											21			30						26	21	17	32				26					31		5					34						25						24		19							21					-999												76			80							62	89	96				74					81		70					87						78						93		70							76								11549561	bbc79268-9da7-4c52-bcfb-60a6bba892cd	2018-06-21T03:45:47	125
7/3/18	berry_glade	north	pico	center	1355									-999		23			31						-999	24	22	33				23					30		11				22	29						26						26		19							22																	89			75							81	87	86				75					83		85				109	90						85						74		70							82								11997547	10fb7ec7-f0cb-45a4-b558-898bbccb35f5	2018-07-03T21:11:57	216
7/17/18	berry_glade	north	pico	center	1355											17			26						-999	23	23	32				23					34		13				22	33						29						22		23							29																	80			74							74	75	82				60					87		77				108	80						76						73		81							95								12585898	0cbdaa37-cbfb-4513-bfbb-5d2589d3648c	2018-07-17T23:45:58	371
7/31/18	berry_glade	north	pico	center	1355											14			30						-999	24	28	37				25					43		14				23	40					31	32						28		32							34																	89			80							70	90	95				86					107		91				96	96					84	88						80		95							89							B/c/7/8 confused	13115907	d51931e9-aa34-430d-9325-c0242a7a8461	2018-08-03T13:21:22	621
8/11/18	berry_glade	north	pico	center	1355											18			37						-999	29	32	38				30					43		16				27	41					36	35						32		31							41																	86			86							92	88	112				78					123		91				93	115					90	98						80		98							98								13429930	98c12f37-0582-421d-9ee4-edcf58f2018f	2018-08-12T22:26:09	773
