(Intercept),Clay,mois_q50_germ,N,organic,temp_q50_germ,veg,R^2,adjR^2,df,logLik,AICc,delta,weight
-2.1048671175812452,0.44118329893086866,0.3634500521882959,-0.6778289830358165,NA,NA,0.048825189591101936,0.999748810440954,0.9997488104411029,5,-84.98536407078052,209.97072814156104,112.70646130080735,1.45107571891257e-25
-1.9033616174610741,NA,0.47871862754848005,-0.10528187422988683,-0.42667364797582225,NA,0.676810137125417,0.9997426424675286,0.9997426424676775,5,-85.08239777323429,210.16479554646858,112.90052870571489,1.31688810094501e-25
-2.113311158586819,NA,NA,-0.3810117854909474,-0.29437005073044675,NA,0.1664655621359415,0.9971931563187628,0.9971931563189113,4,-94.63979613670445,210.61292560674224,113.34865876598855,1.05254014030134e-25
-1.7147121971230703,-0.2537740207349077,0.6275915067952748,NA,NA,NA,0.8194961478109517,0.9970641765274327,0.9970641765275812,4,-94.8195056442066,210.97234462174654,113.70807778099285,8.79410850661651e-26
-1.996939100069874,NA,NA,NA,-0.48780519450892423,NA,NA,0.9744088496905673,0.9744088496907124,2,-103.48054011174867,213.36108022349734,116.09681338274365,2.66369487183087e-26
-1.9733973200064723,NA,0.0965216129406257,NA,-0.4133095435054176,NA,NA,0.9791794119249168,0.9791794119250625,3,-102.65532294289403,217.31064588578806,120.04637904503437,3.69698074020102e-27
-1.8198965397281834,NA,0.2502866211172758,NA,NA,NA,NA,0.8372259600845964,0.837225960084721,2,-110.88100563251443,228.16201126502887,130.89774442427517,1.62743306495914e-29
-1.7946580700629158,0.10142560768391844,0.29745643137442057,NA,NA,NA,NA,0.8548856118984949,0.8548856118986221,3,-110.42164296851433,232.84328593702867,135.57901909627498,1.56666902243346e-30
-1.798777041886701,NA,NA,NA,NA,NA,NA,0,0,1,-118.14257482494597,238.9518163165586,141.6875494758049,7.38799747045149e-32
-1.8333039064262795,-0.11860510988407458,NA,NA,NA,NA,NA,0.22054033613620394,0.22054033613623678,2,-117.14595747299022,240.69191494598044,143.42764810522675,3.09506035031325e-32
-1.813631765664437,-0.2757828979287327,NA,NA,NA,NA,0.24792082784792333,0.5899303015997237,0.5899303015998115,3,-114.57686227441297,241.15372454882595,143.88945770807226,2.45690543257327e-32
-1.7799650048666666,NA,NA,NA,NA,NA,0.07132711110152191,0.08572960274277475,0.08572960274278751,2,-117.78405917762625,241.9681183552525,144.7038515144988,1.63510283861042e-32
