(Intercept),Clay,mois_q50_germ,N,organic,temp_q50_germ,veg,R^2,adjR^2,df,logLik,AICc,delta,weight
-2.910221819323357,NA,0.38206588086970383,NA,-0.3104653550943764,0.4973048654052226,0.20509943626943297,0.9889707409065656,0.988992364824296,5,-24.89375306457272,89.78750612914544,24.83905865374257,2.04409102608364e-06
-3.0348781993372786,NA,0.016031141445791916,-0.30027573311270667,-0.26499909178593795,NA,NA,0.8775733731247432,0.8775925613308628,4,-34.52159397332164,90.37652127997663,25.428073804573756,1.52263993733715e-06
-2.757043280280593,-0.5490649395182875,0.373643213809265,NA,NA,NA,0.716789393584654,0.8775110929799347,0.8775302798242944,4,-34.523628312104826,90.38058995754298,25.432142482140108,1.51954552047312e-06
-2.666196060024315,NA,0.37555898766160256,NA,NA,NA,0.3428227953876994,0.5879543424954538,0.5879671981602429,3,-39.376083077901356,90.75216615580271,25.80371868039984,1.26190589264956e-06
-2.9713665939145346,NA,0.18263853879471767,-0.428760522472602,NA,NA,0.14836720248717852,0.8683181654801706,0.8683371513204968,4,-34.81310110225169,90.95953553783673,26.011088062433856,1.13762015873093e-06
-2.8315783742094123,-0.26915132256390606,0.06205600695407667,NA,NA,NA,NA,0.5635188591542403,0.5635311805353953,3,-39.60652710413137,91.21305420826273,26.26460673285986,1.00218154120618e-06
-2.9635974852032847,0.25848417742719054,0.012877623127706832,NA,-0.7379152122972695,NA,NA,0.8629923366747215,0.8630112060654106,4,-34.97169387209842,91.27672107753017,26.328273602127297,9.70781104140717e-07
-3.1691874228427137,-0.27080184191813444,NA,-0.35473393965132793,NA,0.4850134239155111,-0.16463890593261332,0.9862145018646887,0.9862360655170505,5,-25.786015147771487,91.57203029554297,26.6235828201401,8.37521052286897e-07
-3.0281628313342215,-0.021790561552388857,0.07312139851302964,-0.45600999756563476,NA,NA,NA,0.8578330054281893,0.8578517620097226,4,-35.119555967299966,91.57244526793326,26.62399779253039,8.37347296257017e-07
-3.018158024182346,-0.17245944878062616,NA,-0.40616976029838797,NA,NA,0.09714701395516116,0.8549127515631978,0.8549314442931663,4,-35.20088752760379,91.73510838854091,26.786660913138036,7.71940406925309e-07
-3.130765760162532,-0.48627871422816255,NA,-0.34716153184467835,0.1428474117245995,0.4747728594295941,NA,0.9852133694981039,0.985234911260633,5,-26.066440140488425,92.13288028097685,27.184432805573977,6.32715837674138e-07
-2.7353691196688077,NA,NA,NA,NA,NA,-0.005106891822005688,2.105843734206969e-4,2.1058897786345522e-4,2,-42.92172511805091,92.24345023610182,27.29500276069895,5.98685506984446e-07
-3.1982581222946584,NA,NA,-0.5070169598829647,0.0315985773560682,0.47445159046093155,-0.33668423457521324,0.9838492097030272,0.9838707216381025,5,-26.419422361393938,92.83884472278788,27.89039724738501,4.44539620880089e-07
-3.031378103800551,-0.3907527387026544,NA,NA,-0.20174326979318463,0.4707253123700658,-0.004543543226671649,0.9798469397728553,0.9798683641980053,5,-27.304971025024585,94.60994205004917,29.661494574646298,1.8336716762066e-07
-2.8732512822042624,-0.12017617838388966,0.2433953132016129,NA,-0.5090347150320145,NA,0.5128095928897578,0.9236618445183945,0.9236820404523189,5,-32.63223796887587,105.26447593775174,40.31602846234887,8.90674337416376e-10
-2.8772930882030745,NA,0.22344992909020012,0.022350441749069194,-0.6180604692795426,NA,0.4595390598134984,0.9220194707422363,0.9220396307655377,5,-32.71738311083063,105.43476622166126,40.48631874625839,8.17976588980755e-10
-2.9913114684476736,0.047059471604457045,NA,-0.11038534367107704,-0.5977234333662235,NA,0.20046351117428282,0.8995898495636284,0.899609519161619,5,-33.72859963676498,107.45719927352997,42.50875179812709,2.97560388348122e-10
-2.886586864712454,-0.3471889728860597,0.27457178865422793,-0.2282461977331801,NA,NA,0.4793482380871682,0.8928852254968573,0.8929047484977513,5,-33.98715010224919,107.97430020449838,43.025852729095504,2.29767223558145e-10
-3.026776984291676,0.19915758026603475,0.03595640202182415,-0.2577505150650114,-0.4638523606825644,NA,NA,0.8885387881341131,0.8885582160998357,5,-34.14625304726059,108.29250609452119,43.344058619118314,1.95970429888953e-10
