date,frameID,Fire,Aspect,Species,Direction,height_10_A,height_10_B,height_10_C,height_10_D,height_10_E,height_9_A,height_9_B,height_9_C,height_9_D,height_9_E,height_8_A,height_8_B,height_8_C,height_8_D,height_8_E,height_7_A,height_7_B,height_7_C,height_7_D,height_7_E,height_6_A,height_6_B,height_6_C,height_6_D,height_6_E,height_5_A,height_5_B,height_5_C,height_5_D,height_5_E,height_4_A,height_4_B,height_4_C,height_4_D,height_4_E,height_3_A,height_3_B,height_3_C,height_3_D,height_3_E,height_2_A,height_2_B,height_2_C,height_2_D,height_2_E,height_1_A,height_1_B,height_1_C,height_1_D,height_1_E,basal_10_A,basal_10_B,basal_10_C,basal_10_D,basal_10_E,basal_9_A,basal_9_B,basal_9_C,basal_9_D,basal_9_E,basal_8_A,basal_8_B,basal_8_C,basal_8_D,basal_8_E,basal_7_A,basal_7_B,basal_7_C,basal_7_D,basal_7_E,basal_6_A,basal_6_B,basal_6_C,basal_6_D,basal_6_E,basal_5_A,basal_5_B,basal_5_C,basal_5_D,basal_5_E,basal_4_A,basal_4_B,basal_4_C,basal_4_D,basal_4_E,basal_3_A,basal_3_B,basal_3_C,basal_3_D,basal_3_E,basal_2_A,basal_2_B,basal_2_C,basal_2_D,basal_2_E,basal_1_A,basal_1_B,basal_1_C,basal_1_D,basal_1_E,Notes,_id,_uuid,_submission_time,_index
2019-06-17,1839,berry_glade,north,pico,sw,,,,,,34,,19,,,33,,,,,,,,,29,31,31,22,,,,,,,,,,32,,,,24,,26,,,,,,,,,,,,,,,,,120,,105,,,108,,,,,,,,,131,87,136,100,,,,,,,,,,108,,,,90,,108,,,,,,,,,,,,,30457309,3238c6ca-b907-48d7-9e86-23a9140abb3b,2019-06-19T02:27:01,1039
2019-10-06,1839,berry_glade,north,pico,sw,,,,,,67,,64,,,63,,,,,,,,,57,53,63,21,,,,,,,,,,53,,,,47,,48,,,,,,,,,,,,,,,,,196,,161,,,184,,,,,,,,,160,145,154,137,,,,,,,,,,135,,,,131,,156,,,,,,,,,,,,,,,,
2018-06-20,1224,berry_glade,north,psme,sw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11549567,713ea13b-a75a-4a24-bfb1-a6aa07ea5e3f,2018-06-21T03:46:08,26
2018-07-03,1224,berry_glade,north,psme,sw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11997556,69072f79-9974-47fb-a3e7-e1de5ed619fa,2018-07-03T21:12:07,224
2018-07-17,1224,berry_glade,north,psme,sw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B5 2nd year,,,,
2018-07-31,1224,berry_glade,north,psme,sw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nothing,13115901,957aa2c2-d86c-4a6b-8313-29be21710191,2018-08-03T13:21:19,615
2018-08-11,1224,berry_glade,north,psme,sw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nothing,13429943,a0c96887-6464-4d04-a81d-b6273c033c49,2018-08-12T22:27:02,784
2018-10-16,1224,berry_glade,north,psme,sw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16529628,5bd963ea-ee55-4275-b026-ca7736d98b2e,2018-10-20T00:03:22,842
2019-06-17,1224,berry_glade,north,psme,sw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30457316,7ac3ed08-9dfa-4b57-99d5-c0efd68afc0a,2019-06-19T02:27:09,1041
2019-10-06,1224,berry_glade,north,psme,sw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-20,1237,berry_glade,north,psme,se,,,,,,,,,,,,,,,,,,,20,20,,,,,,,,,12,,,,,,,,,,20,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,93,93,,,,,,,,,91,,,,,,,,,,110,,,,,,,,,,96,,,11549564,28209648-238a-4ce4-b7e6-d63c752a426b,2018-06-21T03:45:57,28
2018-07-03,1237,berry_glade,north,psme,se,,,,,,,,,,,,,,,,,,,,-999,,,,,,,,,17,,,,,,,-999,,,12,,-999,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,,,,,,,,,,101,,,,,,,,,,108,,,11997553,474512fe-d422-4627-a6a4-609003d1aa6c,2018-07-03T21:12:03,221
2018-07-17,1237,berry_glade,north,psme,se,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,,,,,,,,,,90,,,12585909,7ba91607-d383-4d46-9534-c0f86ebf62dd,2018-07-17T23:46:16,422
2018-07-31,1237,berry_glade,north,psme,se,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,,13115898,41e5336e-4378-45f1-ab9d-6ea7096f289a,2018-08-03T13:21:17,612
2018-08-11,1237,berry_glade,north,psme,se,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,,,13429940,8af218c1-1047-4db0-9423-839df63b8d15,2018-08-12T22:26:45,781
2018-10-16,1237,berry_glade,north,psme,se,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,,,16529625,f1fe8766-8556-410e-84e2-b3d0a659c3de,2018-10-20T00:03:21,840
2019-06-17,1237,berry_glade,north,psme,se,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108,,,30457302,880ac883-b1b7-43c1-aa9a-03956a257a37,2019-06-19T02:26:56,1037
2019-10-06,1237,berry_glade,north,psme,se,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,,,,,,
2018-06-20,1267,berry_glade,north,psme,center,,,,,,15,,,17,,,,,,,-999,,,,28,,,,,,,,25,,,,15,,,,,,,,,,9,,,,,,,,,,,,,,82,,,57,,,,,,,,,,,69,,,,,,,,98,,,,90,,,,,,,,,,88,,,,,,,,,,11549563,d8686c9c-e8d1-42d3-9cf3-e9d1618951ef,2018-06-21T03:45:53,29
2018-07-03,1267,berry_glade,north,psme,center,,,,,,,,,,,,,,,,,,,,23,,,,,,,22,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,,,,,,,86,82,,,,,,,,,,,,,,,,,,,,,,,,11997548,7965599c-8fbc-4715-bccb-d210b3df94fe,2018-07-03T21:11:58,217
2018-07-17,1267,berry_glade,north,psme,center,,,,,,,,,,,,,,,,,,,,22,,,,,,,20,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,,,,,,,87,105,,,,,,,,,,,,,,,,,,,,,,,,12585899,a86dc4d0-e3a2-44cd-98e2-66f3aa97a413,2018-07-17T23:46:00,429
2018-07-31,1267,berry_glade,north,psme,center,,,,,,,,,,,,,,,,,,,,16,,,,,,,,25,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,,,,,,,,94,,,,85,,,,,,,,,,,,,,,,,,,,13115908,02755634-79eb-4df0-a61c-4484b597f5c4,2018-08-03T13:21:23,622
2018-08-11,1267,berry_glade,north,psme,center,,,,,,,,,,,,,,,,,,,,15,,,,,,,21,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,,,,,,,92,96,,,,,,,,,,,,,,,,,,,,,,,,13429932,70ab6f87-475f-475c-9de4-cd697c930c98,2018-08-12T22:26:21,775
2018-10-16,1267,berry_glade,north,psme,center,,,,,,,,,,,,,,,,,,,,,,,,,,,15,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,99,,,,,,,,,,,,,,,,,,,,,,,,16529618,2c531556-4796-47ec-99cf-e3de6f6bc0ea,2018-10-20T00:03:17,834
2019-06-17,1267,berry_glade,north,psme,center,,,,,,,,,,,,,,,,,,,,,,,,,,,-999,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115,,,,,,,,,,,,,,,,,,,,,,,,30457273,088327ad-9915-4ae6-a7af-b59b50e09384,2019-06-19T02:26:37,1030
2019-10-06,1267,berry_glade,north,psme,center,,,,,,,,,,,,,,,,,,,,,,,,,,,,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-20,1663,berry_glade,north,psme,nw,23,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,,,,,,,,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11549570,d17bcdc0-340a-477f-bb64-7c9dc4df075a,2018-06-21T03:46:15,24
2018-07-03,1663,berry_glade,north,psme,nw,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11997560,5a3ffa91-29cb-4e85-ba3c-d27297c9305d,2018-07-03T21:12:11,227
2018-07-17,1663,berry_glade,north,psme,nw,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12585903,a08cb343-e8c4-4be1-91cf-016e92c71e76,2018-07-17T23:46:06,426
2018-07-31,1663,berry_glade,north,psme,nw,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13115904,bbcbecf2-0f5d-4e6f-ae8e-240d62848385,2018-08-03T13:21:21,618
2018-08-11,1663,berry_glade,north,psme,nw,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13429945,ec8464ff-0362-455e-a0bd-b151385fbd48,2018-08-12T22:27:12,786
2018-10-16,1663,berry_glade,north,psme,nw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16529633,c4ec5ee1-f71b-49c8-9cc8-f147c639612d,2018-10-20T00:03:26,847
2019-06-17,1663,berry_glade,north,psme,nw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30457322,01b00c71-3a68-4a47-b507-1c48ace97ef8,2019-06-19T02:27:18,1044
2019-10-06,1663,berry_glade,north,psme,nw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-20,1789,berry_glade,north,psme,ne,16,,,15,10,,,,,,,,15,,13,15,,,,,,,24,,,,,,,,,,,24,,,,,,16,22,,,21,,,,,,,,,90,90,90,,,,,,,,100,,90,100,,,,,,,100,,,,,,,,,,,100,,,,,,90,110,,,100,,,,,,,,11549576,b9ed92a8-4398-44b9-b7c0-1cc4171b94fe,2018-06-21T03:46:48,130
2018-07-03,1789,berry_glade,north,psme,ne,,,,,13,,,,,,,,,,19,,,,,8,,,26,,,,,,,,,,,22,,,,,,18,23,,,25,,,,,,,,,,,93,,,,,,,,,,96,,,,,80,,,93,,,,,,,,,,,99,,,,,,99,100,,,98,,,,,,,,11997552,10fd2e22-acba-444f-91de-72ee36a7d5ec,2018-07-03T21:12:01,220
2018-07-17,1789,berry_glade,north,psme,ne,,,,,,,,,,,,,,,17,,,,,,,,29,,,,,,,,,,,26,,,,,,18,24,,,28,,,,,,,,,,,,,,,,,,,,,85,,,,,,,,81,,,,,,,,,,,86,,,,,,81,95,,,95,,,,,,,,12585908,f9417cbf-2bae-470b-8c6b-1c3a6c704c58,2018-07-17T23:46:14,423
2018-07-31,1789,berry_glade,north,psme,ne,,,,-999,,,,,,,,,,,12,,,,,,,,27,,,,,,,,,,,22,,,,,,24,26,,,27,,,,,,,,,,,,,,,,,,,,,95,,,,,,,97,,,,,,,,,,,,107,,,,,,88,102,,,101,,,,,,,Tag is 1789 entries 1788,13115897,f69b548a-244c-4786-bdc7-62571c81a9e4,2018-08-03T13:21:16,611
2018-08-11,1789,berry_glade,north,psme,ne,,,,,,,,,,,,,,,14,,,,,,,,26,,,,,,,,,,,25,,,,,,24,18,,,27,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,88,,,,,,,,,,,94,,,,,,77,69,,,83,,,,,,,,13429935,91a1b040-97da-4f7d-b52b-3306af5d11db,2018-08-12T22:26:30,777
2018-10-16,1789,berry_glade,north,psme,ne,,,,,,,,,,,,,,,9,,,,,,,,19,,,,,,,,,,,17,,,,,,20,-999,,,24,,,,,,,,,,,,,,,,,,,,,94,,,,,,,,110,,,,,,,,,,,108,,,,,,85,,,,84,,,,,,,,16529623,d4596405-40cc-4faf-9407-52b8d2053160,2018-10-20T00:03:20,838
2019-06-17,1789,berry_glade,north,psme,ne,,,,,,,,,,,,,,,,,,,,,,,-999,,,,,,,,,,,22,,,,,,32,-999,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145,,,,,,112,,,,118,,,,,,,,30457295,37235c54-7759-4228-b3a6-76fda315ac7c,2019-06-19T02:26:52,1035
2019-10-06,1789,berry_glade,north,psme,ne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,,,,,,34,,,,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143,,,,,,158,,,,162,,,,,,,,,,,
2018-06-20,72,berry_glade,south,control,se,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nothing,11546363,4455029c-1307-4234-840d-98d7b9ad3352,2018-06-20T21:51:00,115
2018-07-03,72,berry_glade,south,control,se,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nothing,11997527,d25a0d3f-f995-449d-9fce-209d0a501ea2,2018-07-03T21:11:27,196
2018-07-17,72,berry_glade,south,control,se,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nothing,12585858,ca2e6b1b-fb87-4717-ab83-99eb1b2183f7,2018-07-17T23:45:09,450
2018-07-31,72,berry_glade,south,control,se,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nothing,13115934,273a9fa7-505c-4994-b415-0f2e833b6526,2018-08-03T13:21:38,563
2018-08-11,72,berry_glade,south,control,se,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nothing,13429895,a12c3e3d-248b-4e4e-aa96-753df4c65887,2018-08-12T22:23:46,751
2018-10-16,72,berry_glade,south,control,se,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16529660,b27445b1-f8a7-4ded-98dc-04f6e43eff54,2018-10-20T00:03:41,874
2019-06-17,72,berry_glade,south,control,se,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30457199,04561f96-e1bc-4e7a-8bc1-604119c7051e,2019-06-19T02:25:36,1011
2019-10-06,72,berry_glade,south,control,se,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-20,84,berry_glade,south,control,center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nothing,11546356,eb03b635-a81d-4a25-ae8e-cfe8d8c7a3b3,2018-06-20T21:50:46,112
2018-07-03,84,berry_glade,south,control,center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nothing,11997516,8e56cc24-e39f-4cb2-b872-14163a327f70,2018-07-03T21:11:15,187
2018-07-17,84,berry_glade,south,control,center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nothing,12585861,2829337e-a30c-459b-a376-a269f4c73ad1,2018-07-17T23:45:14,447
2018-07-31,84,berry_glade,south,control,center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nothing,13115927,5617cbd6-b9e5-4f9c-a3bc-d42ec6f8c322,2018-08-03T13:21:34,641
2018-08-11,84,berry_glade,south,control,center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nothing,13429889,767f4faa-7cc8-4e2a-af76-d3fa6a8388d8,2018-08-12T22:23:34,748
2018-10-16,84,berry_glade,south,control,center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16529651,b54bff80-e462-4a93-8829-340114d8c6bd,2018-10-20T00:03:36,865
2019-06-17,84,berry_glade,south,control,center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30457177,665a37f2-be9f-4319-90c6-6b54321cb1c8,2019-06-19T02:25:09,1002
2019-10-06,84,berry_glade,south,control,center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-20,113,berry_glade,south,control,ne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nothing,11546370,f7105980-c8e6-4894-8e5e-04e88060ab9b,2018-06-20T21:51:20,122
2018-07-03,113,berry_glade,south,control,ne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nothing,11997522,d6796675-51bc-45a8-84f7-3d6685c94d1c,2018-07-03T21:11:21,191
2018-07-17,113,berry_glade,south,control,ne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nothing,12585853,24200beb-7828-46ea-adbd-6be2a9dbc027,2018-07-17T23:45:01,455
2018-07-31,113,berry_glade,south,control,ne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nothing,13115938,34dfed8d-a969-4471-a112-c116c4586f05,2018-08-03T13:21:40,650
2018-08-11,113,berry_glade,south,control,ne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nothing,13429877,cd1c3e7a-9911-4e3c-9297-87633fd3d006,2018-08-12T22:23:19,743
2018-10-16,113,berry_glade,south,control,ne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16529655,2cd25a5b-c796-4961-8545-c07137a6194d,2018-10-20T00:03:38,869
2019-06-17,113,berry_glade,south,control,ne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30457182,773f1046-cbdd-4906-a8f9-ed5d7173760a,2019-06-19T02:25:18,1006
2019-10-06,113,berry_glade,south,control,ne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-20,184,berry_glade,south,control,nw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nothing,11546369,a7ea980c-1ee0-43f9-90c3-be91d5c5c1de,2018-06-20T21:51:19,121
2018-07-03,184,berry_glade,south,control,nw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nothing,11997519,8fabedd0-bc81-4f7d-ae3d-4fce60e489d7,2018-07-03T21:11:20,190
2018-07-17,184,berry_glade,south,control,nw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nothing,12585866,783cee1a-b2dc-4266-92c3-fdb5e18fc818,2018-07-17T23:45:24,442
2018-07-31,184,berry_glade,south,control,nw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nothing,13115936,94a11b24-ee4e-47aa-b1be-242638d4f295,2018-08-03T13:21:39,648
2018-08-11,184,berry_glade,south,control,nw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Control 319=184 two tags,13429906,97380357-ffd5-44ba-bd91-a2fdf57ff894,2018-08-12T22:24:35,757
2018-10-16,184,berry_glade,south,control,nw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Extra tag 319,16529662,f44859e6-1008-42a4-a1c3-3569a03b8101,2018-10-20T00:03:42,876
2019-06-17,184,berry_glade,south,control,nw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30457179,a47123b3-a65c-4d4b-a5cf-9b5626326ac0,2019-06-19T02:25:12,1004
2019-10-06,184,berry_glade,south,control,nw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-20,209,berry_glade,south,control,sw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nothing,11546366,f6859894-b544-4f99-8693-1d77e138ceb7,2018-06-20T21:51:10,118
2018-07-03,209,berry_glade,south,control,sw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nothing,11997528,9d77e197-fe66-41b6-a29e-282b635d2d44,2018-07-03T21:11:28,197
2018-07-17,209,berry_glade,south,control,sw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nothing,12585864,f67af40b-7e2c-4a10-a7a3-34912244bb0e,2018-07-17T23:45:20,444
2018-07-31,209,berry_glade,south,control,sw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nothing,13115928,c1f26359-b9ad-4fb9-a933-3ddec32c799c,2018-08-03T13:21:34,642
