date,frameID,Fire,Aspect,Species,Direction,height_10_A,height_10_B,height_10_C,height_10_D,height_10_E,height_9_A,height_9_B,height_9_C,height_9_D,height_9_E,height_8_A,height_8_B,height_8_C,height_8_D,height_8_E,height_7_A,height_7_B,height_7_C,height_7_D,height_7_E,height_6_A,height_6_B,height_6_C,height_6_D,height_6_E,height_5_A,height_5_B,height_5_C,height_5_D,height_5_E,height_4_A,height_4_B,height_4_C,height_4_D,height_4_E,height_3_A,height_3_B,height_3_C,height_3_D,height_3_E,height_2_A,height_2_B,height_2_C,height_2_D,height_2_E,height_1_A,height_1_B,height_1_C,height_1_D,height_1_E,basal_10_A,basal_10_B,basal_10_C,basal_10_D,basal_10_E,basal_9_A,basal_9_B,basal_9_C,basal_9_D,basal_9_E,basal_8_A,basal_8_B,basal_8_C,basal_8_D,basal_8_E,basal_7_A,basal_7_B,basal_7_C,basal_7_D,basal_7_E,basal_6_A,basal_6_B,basal_6_C,basal_6_D,basal_6_E,basal_5_A,basal_5_B,basal_5_C,basal_5_D,basal_5_E,basal_4_A,basal_4_B,basal_4_C,basal_4_D,basal_4_E,basal_3_A,basal_3_B,basal_3_C,basal_3_D,basal_3_E,basal_2_A,basal_2_B,basal_2_C,basal_2_D,basal_2_E,basal_1_A,basal_1_B,basal_1_C,basal_1_D,basal_1_E,Notes,_id,_uuid,_submission_time,_index
2018-07-17,1233,berry_huck,north,pico,ne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nothing,12585955,58771ab3-063f-4226-b12e-7f5ccbafbabe,2018-07-17T23:47:21,387
2018-07-30,1233,berry_huck,north,pico,ne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nothing,13115890,b1ce76f0-4b4d-462f-b758-01fc8ff0b28c,2018-08-03T13:21:13,604
2018-08-12,1233,berry_huck,north,pico,ne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nothing,13429953,6084b4bf-3179-41f3-8fa5-c95e1ca92443,2018-08-12T22:27:41,791
2018-10-17,1233,berry_huck,north,pico,ne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nothing. Check species. Crusty snow.,16529667,5e0ae6af-5dff-48be-9b44-49b540ade5d5,2018-10-20T00:03:44,881
2019-06-17,1233,berry_huck,north,pico,ne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Check species,30457393,c2df588b-1fcb-4915-9059-93d48bfc2159,2019-06-19T02:29:00,1079
2019-10-07,1233,berry_huck,north,pico,ne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-20,1263,berry_huck,north,pico,sw,,,,29,,,18,24,26,33,22,22,20,25,,,18,,,,,,26,,,,,34,,,,,,25,19,19,,,27,25,,,,,,,,,,,,,,77,,,94,100,80,91,88,91,97,85,,,98,,,,,,85,,,,,87,,,,,,100,98,89,,,101,82,,,,,,,,,,,,11546328,bbf12eaa-efa6-4d37-9711-1194a140f9e0,2018-06-20T21:50:00,87
2018-07-04,1263,berry_huck,north,pico,sw,,,,,,,,-999,,31,19,21,-999,28,,,,,,,,,24,,,,,29,,,,,,,23,15,,,27,25,,,,,,,,,,,,,,,,,,,,95,92,84,,84,,,,,,,,,85,,,,,89,,,,,,,100,89,,,100,76,,,,,,,,,,,,12055575,5605382c-541d-4087-b398-9215b8a57e8c,2018-07-04T19:54:06,269
2018-07-17,1263,berry_huck,north,pico,sw,,,,,,,,-999,,28,20,23,-999,26,,,,,,,,,26,,,,,31,,,,,,,20,,,,23,24,,,,,,,,,,,,,,,,,,-999,,90,89,71,-999,81,,,,,,,,,83,,,,,76,,,,,,,101,,,,103,84,,,,,,,,,,,,12585963,a5749bf0-6764-40b6-9bc7-7a9231e36768,2018-07-17T23:47:33,365
2018-07-30,1263,berry_huck,north,pico,sw,,,,,,,,-999,,23,21,23,-999,26,,,,,,,,,25,,,,,28,,,,,,,19,-999,,,23,28,,,,,,,,,,,,,,,,,,,,94,75,68,,85,,,,,,,,,87,,,,,88,,,,,,,73,,,,81,84,,,,,,,,,,,,13115885,a0c746ed-286c-458c-b5f0-aff77dbdd647,2018-08-03T13:21:10,599
2018-08-12,1263,berry_huck,north,pico,sw,,,,,,,,-999,,30,27,21,,30,,,,,,,,,21,,,,,31,,,,,,,20,-999,,,23,23,,,,,,,,,,,,,,,,,,,,93,65,70,,78,,,,,,,,,89,,,,,84,,,,,,,64,,,,92,83,,,,,,,,,,,,13429966,c63afa63-f203-4e54-954c-421b4d8db13d,2018-08-12T22:28:37,797
2018-10-17,1263,berry_huck,north,pico,sw,,,,,,,,,,24,22,21,,22,,,,,,,,,17,,,,,24,,,,,,,20,,,,23,21,,,,,,,,,,,,,,,,,,,,76,82,70,,79,,,,,,,,,70,,,,,83,,,,,,,64,,,,96,84,,,,,,,,,,,Crusty snow,16529678,4ccc94cd-18cb-41b0-ac20-299d852792b5,2018-10-20T00:03:50,892
2019-06-17,1263,berry_huck,north,pico,sw,,,,,,,,,,34,26,-999,,-999,,,,,,,,,28,,,,,33,,,,,,,-999,,,,30,,,,,,,,,,,,,,,,,,,,,110,108,,,,,,,,,,,,81,,,,,135,,,,,,,,,,,107,,,,,,,,,,,,,30457412,76089a98-9efb-4199-857b-264474735190,2019-06-19T02:29:14,1084
2019-10-07,1263,berry_huck,north,pico,sw,,,,,,,,,,62,64,,,,,,,,,,,,66,,,,,53,,,,,,,,,,,65,,,,,,,,,,,,,,,,,,,,,168,130,,,,,,,,,,,,139,,,,,165,,,,,,,,,,,148,,,,,,,,,,,,,,,,
2018-06-20,1430,berry_huck,north,pico,center,,,,,,,,29,,,,,23,-999,,,27,,,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,,,,,93,,,,92,,,,,,,,99,,,,,,,,,,,,,,,,,,,,,,,,,,,11546319,f8e576ca-06c0-45a5-a65e-2b7f90adca3a,2018-06-20T21:49:47,79
2018-07-04,1430,berry_huck,north,pico,center,,,,,,,,27,,,,,21,,,,28,,,,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,,,,,98,,,,95,,,,,,,,95,,,,,,,,,,,,,,,,,,,,,,,,,,,12055565,5df97085-9051-42eb-9cde-573d98b73038,2018-07-04T19:53:49,261
2018-07-17,1430,berry_huck,north,pico,center,,,,,,,,23,,,,,24,,,,30,,,,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,,,,,83,,,,69,,,,,,,,82,,,,,,,,,,,,,,,,,,,,,,,,,,,12585951,5fe3e14b-8899-4701-ba62-bb5c02fec153,2018-07-17T23:47:14,391
2018-07-30,1430,berry_huck,north,pico,center,,,,,,,,20,,,,,25,,,,21,,,,,,,,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,,,,,74,,,,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13115881,1da35ea4-2699-4b07-af67-c97451ef9b74,2018-08-03T13:21:07,595
2018-08-12,1430,berry_huck,north,pico,center,,,,,,,,24,,,,,30,,,,24,,,,,,,,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,,,,,73,,,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13429948,98286980-f961-43b2-b4f3-b89684130bbb,2018-08-12T22:27:25,788
2018-10-17,1430,berry_huck,north,pico,center,,,,,,,,21,,,,,23,,,,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,,,,,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16529665,dc4be29c-e346-40e9-b53b-f7eebcefcb2b,2018-10-20T00:03:43,879
2019-06-17,1430,berry_huck,north,pico,center,,,,,,,,30,,,,,38,,,,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,,,,,142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30457386,cf1cf494-d52e-4d0a-9003-168f9659125c,2019-06-19T02:28:46,1075
2019-10-07,1430,berry_huck,north,pico,center,,,,,,,,39,,,,,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117,,,,,184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-20,1147,berry_huck,north,psme,nw,,,,,20,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,98,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,11546324,83e14068-394c-417f-a34e-256274ab2da5,2018-06-20T21:49:55,84
2018-07-04,1147,berry_huck,north,psme,nw,,,,,17,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,103,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,,,12055580,8e677ca1-c872-4870-be00-266711adafa7,2018-07-04T19:54:13,274
2018-07-17,1147,berry_huck,north,psme,nw,,,,,17,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,84,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,,,12585966,9a12e0e3-fe09-4f86-b711-9b62756861f1,2018-07-17T23:47:37,378
2018-07-30,1147,berry_huck,north,psme,nw,,,,,21,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,,,,,87,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,,,13115888,61754c17-55a3-45b9-9691-8873c5e100dd,2018-08-03T13:21:12,602
2018-08-12,1147,berry_huck,north,psme,nw,,,,,25,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-999,,,,,,78,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A8 should be A9,13429972,7acaaa0f-7def-4d76-8f67-3246d3222686,2018-08-12T22:28:53,801
2018-10-17,1147,berry_huck,north,psme,nw,,,,,25,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crusty snow,16529676,c949de1b-18dc-436d-90c1-e0eb646244e7,2018-10-20T00:03:49,890
2019-06-17,1147,berry_huck,north,psme,nw,,,,,27,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30457418,0fd7bc21-1ac1-4e15-b667-df92f67e24a7,2019-06-19T02:29:25,1088
2019-10-07,1147,berry_huck,north,psme,nw,,,,,40,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125,146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-20,1154,berry_huck,north,psme,sw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,,,,,,,26,,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,,,,,,,,,,,,,,90,,,,81,,,,,11546327,acbeeb52-654c-42ad-8a41-4ed0d94e9408,2018-06-20T21:49:59,86
2018-07-04,1154,berry_huck,north,psme,sw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,,,,,,,,,,,,,,113,,,,,,,,,12055576,47ae4ea0-917c-4166-b1e8-6272ed7a09de,2018-07-04T19:54:07,270
2018-07-17,1154,berry_huck,north,psme,sw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,,,,,,,,,,,,,,92,,,,,,,,,12585962,cfc88e80-c8b6-4657-b7ec-4f3bb309af4b,2018-07-17T23:47:31,381
2018-07-30,1154,berry_huck,north,psme,sw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-999,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,,,,,,,,,13115884,20074f9a-65f7-4cdc-9784-d261ef2d4903,2018-08-03T13:21:09,598
2018-08-12,1154,berry_huck,north,psme,sw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-999,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,,,,,,,,,13429967,0efc3836-e07b-4b5d-b6af-b75220250aa0,2018-08-12T22:28:43,798
2018-10-17,1154,berry_huck,north,psme,sw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crusty snow. Check species.,16529673,0da34a67-b583-4aa2-8eeb-ffa753a00756,2018-10-20T00:03:48,887
2019-06-17,1154,berry_huck,north,psme,sw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30457415,8f52dc94-3884-46cc-aeae-482e34bb33c1,2019-06-19T02:29:15,1085
2019-10-07,1154,berry_huck,north,psme,sw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-20,1225,berry_huck,north,psme,ne,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,12,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,,,,,,,,,85,,,,,,87,,,,,,,,,,,,,,,,,11546335,6fa3b8b3-6751-4514-b02d-82555a7f0e19,2018-06-20T21:50:08,93
2018-07-04,1225,berry_huck,north,psme,ne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nothing,12055567,b39f8729-1233-40d1-bd56-f21be3a825a6,2018-07-04T19:53:54,263
2018-07-17,1225,berry_huck,north,psme,ne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nothing,12585954,8dd822fe-31c0-409b-9999-d594c6dbeafa,2018-07-17T23:47:19,388
2018-07-30,1225,berry_huck,north,psme,ne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nothing,13115889,f6257972-0763-4714-b0a6-6391b6fca49a,2018-08-03T13:21:12,603
2018-08-12,1225,berry_huck,north,psme,ne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nothing,13429954,59981889-dc2d-485b-b36d-3fc279001220,2018-08-12T22:27:50,792
2018-10-17,1225,berry_huck,north,psme,ne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nothing. Crusty snow.,16529669,869649b7-9f13-4f6b-96cd-63724fc02b24,2018-10-20T00:03:46,883
2019-06-17,1225,berry_huck,north,psme,ne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Check species,30457391,83f2f019-5671-492c-9d29-ca9ab2fb6cdb,2019-06-19T02:28:56,1078
2019-10-07,1225,berry_huck,north,psme,ne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-20,1353,berry_huck,north,psme,center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nothing,11546318,8a7255c4-4c93-47eb-ba1c-8e240a1a9994,2018-06-20T21:49:46,78
2018-07-04,1353,berry_huck,north,psme,center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nothing,12055564,11d82088-859c-4398-a7b9-3357a5e42218,2018-07-04T19:53:47,260
2018-07-17,1353,berry_huck,north,psme,center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nothing,12585953,37a6abd6-d33d-44d9-86e1-365f144c1ec5,2018-07-17T23:47:17,389
2018-07-30,1353,berry_huck,north,psme,center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nothing,13115880,467ba12d-db39-461f-8911-a3d74b7e1c8d,2018-08-03T13:21:07,594
2018-08-12,1353,berry_huck,north,psme,center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nothing,13429950,b98dea70-bfb1-410c-8e73-ff5fa81a8d3e,2018-08-12T22:27:35,790
2018-10-17,1353,berry_huck,north,psme,center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nothing,16529664,dd237572-d6ff-4fd6-998d-ca3db3e3e563,2018-10-20T00:03:43,878
2019-06-17,1353,berry_huck,north,psme,center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30457389,c334939a-1b1a-44be-9d01-9253092afcfb,2019-06-19T02:28:52,1077
2019-10-07,1353,berry_huck,north,psme,center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-20,1427,berry_huck,north,psme,se,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11546331,3c70c19c-8cf1-4a06-b18d-f79e85b7713a,2018-06-20T21:50:03,90
2018-07-04,1427,berry_huck,north,psme,se,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nothing,12055573,9b08d20f-acc6-4f72-8459-2c90e8e01c5b,2018-07-04T19:54:04,268
2018-07-17,1427,berry_huck,north,psme,se,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nothing,12585958,63748f5c-9697-4318-bca8-964631f4124e,2018-07-17T23:47:25,385
2018-07-30,1427,berry_huck,north,psme,se,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nothing,13115893,ed150c05-294b-4d31-8664-c953ba54bea4,2018-08-03T13:21:14,607
2018-08-12,1427,berry_huck,north,psme,se,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nothing,13429965,da6462d0-3c0f-4333-9e72-71a91a687d20,2018-08-12T22:28:27,796
2018-10-17,1427,berry_huck,north,psme,se,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nothing. Crusty snow.,16529671,7e313b03-113e-4664-94fc-43347dc8a18d,2018-10-20T00:03:47,885
2019-06-17,1427,berry_huck,north,psme,se,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30457408,75c6ece1-c1e0-4347-8d7b-054173285ea0,2019-06-19T02:29:11,1083
2019-10-07,1427,berry_huck,north,psme,se,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-20,1,berry_huck,south,control,center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nothing,11549612,6c6d293a-bbc1-418b-80ac-6092985d6766,2018-06-21T03:47:47,7
2018-07-04,1,berry_huck,south,control,center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nothing,12055539,2562fbea-cad7-4a13-8c82-fcf4da6eb055,2018-07-04T19:53:00,244
2018-07-17,1,berry_huck,south,control,center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nothing,12585919,2b157a8e-227a-4553-b16f-ee010152668d,2018-07-17T23:46:26,417
2018-07-30,1,berry_huck,south,control,center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nothing,13115863,addb3af9-5efb-476f-b7fa-1519705b2ee0,2018-08-03T13:20:59,581
2018-08-12,1,berry_huck,south,control,center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nothing,13429977,a10dad69-4f5d-4865-9f25-cfd75a6bafa1,2018-08-12T22:29:06,805
2018-10-17,1,berry_huck,south,control,center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16529698,fb750ef0-8e10-42ac-9daf-40d7a17b689d,2018-10-20T00:04:00,910
2019-06-17,1,berry_huck,south,control,center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30457328,9b88f71e-46ee-42a6-9615-c2a9221496ef,2019-06-19T02:27:26,1048
2019-10-07,1,berry_huck,south,control,center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-20,57,berry_huck,south,control,nw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nothing,11549617,5daee7a1-8bec-454b-a3ad-18a3b8a6820d,2018-06-21T03:47:55,3
2018-07-04,57,berry_huck,south,control,nw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nothing,12055532,88d7a179-fca2-42e7-a111-f9a3cf7254ff,2018-07-04T19:52:40,239
2018-07-17,57,berry_huck,south,control,nw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nothing,12585927,2f86274b-be39-4e4e-a1fa-348fb09384a6,2018-07-17T23:46:32,413
2018-07-30,57,berry_huck,south,control,nw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nothing,13115870,ec7564c6-0c85-48d0-bfa2-35da4a93ddfe,2018-08-03T13:21:02,587
2018-08-12,57,berry_huck,south,control,nw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nothing,13429988,b6b697e3-7249-465e-a730-a84c089a46c2,2018-08-12T22:29:42,809
2018-10-17,57,berry_huck,south,control,nw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Check species,16529704,42306b1e-96f5-4f92-9f04-fa710d36886b,2018-10-20T00:04:04,916
2019-06-17,57,berry_huck,south,control,nw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30457332,abebe820-0fa4-4105-b514-617c4c14806f,2019-06-19T02:27:35,1051
